J3KQB2	J3KQB2
O95619	O95619
Q00056	Q00056
B7ZNG0	B7ZNG0
B7ZNG0	Q2M1P5
B7ZNG0	D4A9P0
NP_001100217	NP_001100217
NP_001100217	Q8K1R7
NP_001100217	Q8TD19
B9EKR1	B9EKR1
B9EKR1	P23471
B9EKR1	Q62656
Q8BVE8	Q8BVE8
Q8BVE8	O96028
Q8BVE8	XP_001058223
Q9CU65	Q9CU65
Q9CU65	XP_224241
Q9CU65	Q9UBW7
P13346	P13346
P13346	P53539
P09629	P09629
P09629	P09024
P09629	P31268
Q9DAT2	Q9DAT2
Q9DAT2	Q9NV56
Q9DAT2	Q14AR7
Q9DAT2	G3V751
Q8VIA0	Q8VIA0
Q8VIA0	Q00993
Q8VIA0	P30530
P31786	P31786
P31786	P07108
P31786	P11030
P31786	Q8WN94
P31786	Q8N6N7
P42082	P42082
P42082	O35531
P42082	P42081
Q6E213	Q6E213
D4AAG9	D4AAG9
D4AAG9	P40201
D4AAG9	O14646
D4AAG9	O14646-2
D4AAG9	D4AD08
D4AAG9	O14647
D4AAG9	E9PZM4
Q6V9R5	Q6V9R5
Q3SWT2	Q3SWT2
Q5SSH7	Q5SSH7
Q5SSH7	O43149
Q5SSH7	XP_001080236
Q01167	Q01167
Q01167	Q3UCQ1
Q01167	NP_001388790
Q9UGI9	Q9UGI9
Q9UGI9	Q8BGM7
Q9JIY5	Q9JIY5
Q9JIY5	O43464
O35303	O35303
O35303	Q8K1M6
O35303	O00429
O35303	O00429-4
O35303	Q8K1M6-3
O35303	E9PUD2
O35303	O00429-3
O35303	O00429-2
Q9JII5	Q9JII5
Q9JII5	Q96EP5
Q62141	Q62141
Q62141	O75182
ENSRNOP00000061092	ENSRNOP00000061092
ENSRNOP00000061092	Q03172
ENSRNOP00000061092	P15822
Q811D2	Q811D2
Q811D2	M0R3T8
Q811D2	Q9UPS8
Q9CXB8	Q9CXB8
Q9CXB8	Q96QP1
D3ZKU4	D3ZKU4
D3ZKU4	Q9QZR5
D3ZKU4	Q9H2X6
D3ZKU4	Q9ERH7
D3ZKU4	O88850
D3ZKU4	Q86Z02
D3ZKU4	A4L9P5
D3ZKU4	O88904
D3ZKU4	Q9H422-2
D3ZKU4	Q9H422
Q9Z0T9	Q9Z0T9
Q9Z0T9	P18564
Q9Z0T9	O54890
Q9Z0T9	P05106
Q9Z0T9	O70309
Q9Z0T9	P18084
Q14114	Q14114
Q14114	Q924X6
Q9NS84	Q9NS84
O35892	O35892
Q4VC33	Q4VC33
Q4VC33	Q7L5Y9
O54917	O54917
O54917	O75461
P42127	P42127
P51693	P51693
P51693	Q03157
XP_001081555	XP_001081555
P0C6S7	P0C6S7
P0C6S7	Q8BIZ1
P0C6S7	Q7Z6G8
Q99LM2	Q99LM2
Q99LM2	Q96JB5
Q9Z2L0	Q9Z2L0
Q9Z2L0	Q60932
Q9Z2L0	P21796
Q9Z2L0	Q9MZ16
Q9Z2L0	Q9Y277-2
Q9Z2L0	Q9R1Z0
Q9Z2L0	Q9Y277
Q9Z2L0	Q29380
Q9Z2L0	Q5EBQ0
Q9Z2L0	P81155
Q9Z2L0	Q60931
Q9Z2L0	Q60930
Q9Z2L0	P45880
Q9Z2L0	Q9MZ15
Q5M951	Q5M951
Q5M951	Q80WR5
Q5M951	Q8IYL3
B5DF95	B5DF95
B5DF95	Q8BJH1
B5DF95	Q96GY0
Q3U8K7	Q3U8K7
Q3U8K7	Q4FZB7
P46935	P46935
P46935	Q62940
P46935	P46934-4
Q7TME2	Q7TME2
Q7TME2	Q96R06
Q9Y2C2	Q9Y2C2
Q8K007	Q8K007
Q8K007	Q8IWU6
Q8K007	Q8CFG0
Q8K007	Q8IWU5
Q8K007	Q3L472
Q5XPT3	Q5XPT3
Q5XPT3	Q8N3Y3
P28076	P28076
P28076	P28065
P28076	Q60692
P28076	P28072
O09111	O09111
O09111	Q9NX14
Q9CWR8	Q9CWR8
Q99N07	Q99N07
Q99N07	Q9H2W1
O94923	O94923
O94923	D3ZIK0
O94923	Q9EPS3
Q9Z1T1	Q9Z1T1
Q9Z1T1	Q9JME5
Q9Z1T1	Q13367
Q9Z1T1	D4AE00
Q9Z1T1	O00203
Q9Z1T1	ENSRNOP00000014278
Q15386	Q15386
Q15386	XP_347040
Q15386	Q80U95
P41222	P41222
Q16773	Q16773
Q16773	Q8BTY1
Q16773	Q08415
Q16773	Q6YP21
Q16773	Q71RI9
O75570	O75570
Q9UIF3	Q9UIF3
Q9UIF3	Q922G7
Q8NET8	Q8NET8
Q8NET8	Q8K424
Q9UJ83	Q9UJ83
Q9UJ83	Q9QXE0
Q9UJ83	Q8CHM7
O60671	O60671
XP_236979	XP_236979
Q505I4	Q505I4
Q8BKF1	Q8BKF1
Q8BKF1	O00411
Q8BKF1	E1BCZ0
Q9DCE5	Q9DCE5
Q9DCE5	Q9NWT1
Q86SF2	Q86SF2
Q86SF2	Q80VA0
P23258	P23258
P23258	P83887
P23258	Q9NRH3
P23258	Q8VCK3
Q5XIB5	Q5XIB5
Q5XIB5	Q9H6F5
Q62415	Q62415
Q62415	Q96KQ4
Q8BGX0	Q8BGX0
Q8BGX0	P36406
O08849	O08849
O08849	P41220
Q5YD48	Q5YD48
Q5YD48	Q9NQ94
Q5YD48	Q923K9
B2RYR0	B2RYR0
B2RYR0	Q80XJ2
B2RYR0	Q8IYW5
XP_236536	XP_236536
XP_236536	Q8BMD7
XP_236536	Q8TE76
XP_225963	XP_225963
P12645	P12645
P29279	P29279
P29279	P48745
Q07763	Q07763
Q9D7S9	Q9D7S9
Q9D7S9	Q9NZZ3
P27216	P27216
Q9WVG6	Q9WVG6
Q9WVG6	Q86X55
Q9JJZ9	Q9JJZ9
Q8K2W3	Q8K2W3
Q8K2W3	Q6PKC3
Q8R0L9	Q8R0L9
Q8R0L9	O75528
D4A900	D4A900
D4A900	Q4L180
D4A900	Q6P6L0
XP_001080099	XP_001080099
XP_001080099	Q80TF6
XP_001080099	Q9P2P6
NP_001100943	NP_001100943
NP_001100943	Q9WVI0
Q8R5F7	Q8R5F7
Q8R5F7	Q9BYX4
Q8R5F7	G3V6W5
Q5DTM8	Q5DTM8
Q5DTM8	NP_001101399
Q5DTM8	Q5VTR2
Q5DTM8	Q3U319
Q5DTM8	O75150
Q5DTM8	Q8CJB9
Q3ZCQ8	Q3ZCQ8
Q3ZCQ8	Q9D880
Q9JIC3	Q9JIC3
Q9JIC3	D3Z924
Q9JIC3	Q6PJP8
Q9Y5J7	Q9Y5J7
Q64705	Q64705
Q64705	Q15853
NP_001164005	NP_001164005
NP_001164005	Q3TYX4
NP_001164005	P23508-2
NP_001102964	NP_001102964
Q8BPM0	Q8BPM0
Q8BPM0	Q9Y4D1
Q8BPM0	Q80U19
Q8BPM0	Q86T65
Q8BPM0	D3ZP34
O75534	O75534
O75534	Q91W50
P58660	P58660
P58660	XP_243622
P58660	E9PUV9
P58660	Q9BWT7
Q6AXC6	Q6AXC6
Q9CZR4	Q9CZR4
Q9CZR4	Q8IZV2
Q62052	Q62052
Q62052	Q04671
Q9UKG9	Q9UKG9
Q9Z2G9	Q9Z2G9
Q9Z2G9	Q9BUP3
Q8C850	Q8C850
Q8C850	Q6AZY7
O00591	O00591
Q13772	Q13772
Q13772	Q3UI10
NP_001101341	NP_001101341
NP_001101341	Q6NS60
NP_001101341	Q8TF61
P58682	P58682
P58682	Q9NR97
P48382	P48382
P48382	Q9JL61
Q8N157	Q8N157
Q9ESG6	Q9ESG6
Q9ESG6	Q15391
Q5U651	Q5U651
Q5U651	Q3U0S6
Q5U651	ENSRNOP00000034336
Q5U651	E1BDB1
Q91XW2	Q91XW2
Q91XW2	P70398
Q91XW2	Q93008
Q91XW2	O00507
Q91XW2	NP_001129365
Q9Z0U4	Q9Z0U4
Q9Z0U4	Q9WV18
Q9Z0U4	Q9UBS5
Q9Z0U4	Q9UBS5-3
Q9H6K5	Q9H6K5
Q3V3A1	Q3V3A1
Q3V3A1	Q96Q40
Q3V3A1	M0R7D0
Q80ZQ5	Q80ZQ5
Q80ZQ5	Q86VZ6
Q7L8A9	Q7L8A9
Q7L8A9	Q8C1W1
Q99PS0	Q99PS0
Q99PS0	Q9C075
Q61324	Q61324
Q61324	Q9HBZ2
Q61324	P27540
Q61324	P53762
Q61324	P41739
O35324	O35324
O35324	O14796
O35324	D4A9E3
O35324	D3ZF46
Q9BXL5	Q9BXL5
Q60997	Q60997
Q61550	Q61550
Q61550	O60216
Q61550	Q4KLH7
B2RYB2	B2RYB2
P28480	P28480
P28480	P11983
P28480	P17987
Q9D2H6	Q9D2H6
Q9D2H6	XP_220916
Q9D2H6	Q02086
Q96IV0	Q96IV0
F8VPK8	F8VPK8
F8VPK8	Q9HC56
D4ACT7	D4ACT7
D3ZM19	D3ZM19
D3ZM19	Q8VD58
D3ZM19	P34910
A0JN30	A0JN30
A0JN30	Q9QXT0
A0JN30	Q9Y2B0
D4A2Q7	D4A2Q7
M0RE03	M0RE03
M0RE03	Q9Y6N1
D4ABY0	D4ABY0
D4A0H4	D4A0H4
D4A0H4	Q9D4H8
D4A0H4	Q13617
B5DFI2	B5DFI2
B5DFI2	Q60720
B5DFI2	P49447
Q5BJN2	Q5BJN2
D4AED2	D4AED2
D4AED2	Q9BW61
D4AED2	Q9D9Z5
D3ZS69	D3ZS69
D3ZS69	Q52KB6
D3ZS69	Q4AC94
D4A3B7	D4A3B7
D4A3B7	Q9D180
D4A3B7	Q96MR6
Q0VGJ9	Q0VGJ9
Q0VGJ9	Q8VCD6
Q0VGJ9	Q4QQW1
Q0VGJ9	Q8K072
Q0VGJ9	Q9H6H4
Q0VGJ9	Q9BRK0
Q0VGJ9	Q6NUK4
Q0VGJ9	Q99KK1
Q0VGJ9	B0BNL5
Q66HF7	Q66HF7
D3ZCK4	D3ZCK4
D3ZCK4	Q8C2K1
D3ZCK4	Q9H4E7
Q498U6	Q498U6
Q498U6	O00273-2
B0BN90	B0BN90
B0BN90	Q9UNQ2
D3ZSC8	D3ZSC8
D3ZSC8	Q91WT4
D3ZSC8	Q9NVM6
Q497A7	Q497A7
Q497A7	Q99LB0
Q497A7	Q9H147
D3ZZK0	D3ZZK0
D3ZZK0	A8K855
D3ZZK0	Q8VDY4
Q5RL20	Q5RL20
Q5RL20	Q95KE5
Q0VG85	Q0VG85
Q8BLJ3	Q8BLJ3
Q8BLJ3	Q63HM9
F8VQ07	F8VQ07
A0A0B4J1L0	A0A0B4J1L0
Q16613-2	Q16613-2
E9PB15	E9PB15
Q8N556-2	Q8N556-2
Q09666-2	Q09666-2
P55008-3	P55008-3
Q53TS8	Q53TS8
Q13520	Q13520
B1WC22	B1WC22
B1WC22	Q8K3J5
B1WC22	P52739
Q7TPA5-2	Q7TPA5-2
Q9H9P2-3	Q9H9P2-3
Q9BXN2-9	Q9BXN2-9
Q8IZ96-17	Q8IZ96-17
Q9NQI0-3	Q9NQI0-3
Q8N690	Q8N690
NP_038715	NP_038715
NP_038715	Q01755
NP_038715	Q5XI00
NP_001020829	NP_001020829
NP_001020829	Q9R0U9
Q3V3V9	Q3V3V9
Q3V3V9	D3ZC15
Q3V3V9	Q6F5E8
Q99KE8	Q99KE8
Q99KE8	Q9NTW7
XP_003086176	XP_003086176
Q8BRM6	Q8BRM6
Q8IX05-2	Q8IX05-2
Q99832-2	Q99832-2
B0AZV7	B0AZV7
F1LXW4	F1LXW4
F1LXW4	Q6ZN28
F1LXW4	E9PXX8
Q6AY87	Q6AY87
Q6AY87	Q86W42
Q6AY87	Q5U4D9
B6ETS2	B6ETS2
D3ZNK1	D3ZNK1
D3ZNK1	D3YTP3
D3ZNK1	Q5HYI7
D4A8H6	D4A8H6
D4A8H6	Q9H1P6
A2A7R1	A2A7R1
B2GUZ1	B2GUZ1
B2GUZ1	P35123
B2GUZ1	Q13107
B2GUZ1	Q9Y4E8
B2GUZ1	Q8R5H1
B2GUZ1	Q9Y4E8-2
B2GUZ1	Q9R085
B2GUZ1	XP_006241493
XP_002726316	XP_002726316
XP_002726316	P59598
XP_002726316	Q8IXJ9
Q3KR64	Q3KR64
Q3KR64	Q9D454
Q8CJ42	Q8CJ42
P10959	P10959
P10959	P23953
P10959	Q64176
P10959	NP_579829
P10959	Q8VCC2
P10959	Q8VCT4
P10959	P16303
P10959	P23141
P10959	D3Z5G7
D3ZVM6	D3ZVM6
D3ZVM6	Q62230
D3ZVM6	Q9BZZ2
F1M9T2	F1M9T2
F1M9T2	Q8N3A8
F1M9T2	Q3UD82
F1M9Q3	F1M9Q3
F1M9Q3	Q6A009
F1M9Q3	O94822
Q6ZRT6	Q6ZRT6
Q6ZRT6	A6NEV1
Q9UQ72	Q9UQ72
Q9UQ72	P11465
Q9UQ72	Q15238
Q9UQ72	P40199
Q9UQ72	P31997
Q16557	Q16557
Q16557	Q00888
Q16557	Q00887
Q16557	Q13046
Q16557	Q9UQ74
Q16557	P11464
Q16557	Q00889
Q8IUD6-3	Q8IUD6-3
Q86Y91-6	Q86Y91-6
Q86Y91-6	Q86Y91
Q86Y91-6	Q6PFD6
Q5JTV8-2	Q5JTV8-2
M0RA30	M0RA30
M0RA30	Q9H8H0
Q6IE12	Q6IE12
D4A732	D4A732
D4A732	Q6KAU4
D4A732	Q9H7P6
D3ZD59	D3ZD59
D3ZD59	Q8N3J2
Q9P1W8-4	Q9P1W8-4
P0CK97	P0CK97
Q86XE0	Q86XE0
Q86XE0	Q6P8X1
Q86XE0	Q9D8U8
Q86XE0	Q9Y5X3
Q86XE0	Q9UNH7
Q86XE0	B1H267
O43759-2	O43759-2
Q8WW24	Q8WW24
Q8WW24	Q149S1
Q9BXJ8	Q9BXJ8
Q9BXJ8	A0PK00
Q9BXJ8	Q8C1E7
A8MWL7	A8MWL7
A8MWL7	Q9NUH8
A8MWL7	Q9CQN6
Q9UBE0-3	Q9UBE0-3
D4A0R1	D4A0R1
D4A0R1	Q8WW38
D4A0R1	Q8CCH7
A6NI03	A6NI03
A6NI03	A6NGJ6
Q8NHH1	Q8NHH1
Q9H9P5	Q9H9P5
Q9H9P5	Q5FWH2
Q9BTM9-2	Q9BTM9-2
Q9UPQ0-6	Q9UPQ0-6
Q6PAT0	Q6PAT0
Q6PAT0	Q96EY9
Q8VCV9	Q8VCV9
Q10743	Q10743
P63013-2	P63013-2
G3V920	G3V920
G3V920	Q15061
G3V920	Q6ZQL4
A0A0G2K0D3	A0A0G2K0D3
A0A0G2K0D3	P29536
A0A0G2K0D3	Q8BVA4
E9PTR3	E9PTR3
D3ZPZ8	D3ZPZ8
Q3ZAU5	Q3ZAU5
Q3ZAU5	O46606
Q3ZAU5	Q8NEL9
A1L1K6	A1L1K6
A1L1K6	Q8R2T8
A1L1K6	Q9Y5Q8
D4ABK1	D4ABK1
Q4KMA1	Q4KMA1
Q4KMA1	Q8IYJ3
Q4KMA1	Q99N80
B0BMY3	B0BMY3
B0BMY3	Q16514
B0BMY3	Q8VE65
F1LNY6	F1LNY6
F1LNY6	Q8C176
F1LNY6	Q6P1X5
D3Z921	D3Z921
Q6AYM5	Q6AYM5
Q6AYM5	Q9D9D3
D3ZMK6	D3ZMK6
D3ZMK6	Q9Y458
B5DEG1	B5DEG1
B5DEG1	A2ARA8
B5DEG1	P53708
M0RBY8	M0RBY8
D3ZGA5	D3ZGA5
D3ZGA5	Q5ND29
D3ZGA5	Q96NA2
D3ZS16	D3ZS16
D3ZS16	Q9WU81
D3ZS16	Q8TED4
D3ZS16	P57057
D3ZE77	D3ZE77
D3ZE77	Q3UHF3
D3ZE77	Q7Z3K6
D4AEL1	D4AEL1
D4AEL1	Q96PV4
D4A2C0	D4A2C0
D4A2C0	Q3U7U4
Q5M7U8	Q5M7U8
Q5M7U8	Q91XT6
Q5M7U8	Q8N9U0
Q495C1-6	Q495C1-6
Q495C1-6	Q495C1-4
D4A7U8	D4A7U8
D4A7U8	Q9NP98
D4A7U8	Q9JK37
D4A830	D4A830
D4A830	Q91VM9
D4A830	Q9H2U2
D3ZWM3	D3ZWM3
D3ZWM3	A2AWR3
D3ZWM3	Q7Z3F1
D3Z8P6	D3Z8P6
D3Z8P6	Q8TE54
D4A4X7	D4A4X7
D4A4X7	Q9CWP6
D4A4X7	Q8NHP6
Q4VSW4	Q4VSW4
P53671-3	P53671-3
B1WC72	B1WC72
L7N209	L7N209
L7N209	Q9Y450-2
D3Z6V7	D3Z6V7
D3Z6V7	Q5JU85-3
D3Z6V7	Q8R0S2
D3Z6V7	Q6DN90
D3Z6V7	A0A0G2JUG7
Q3V1M4	Q3V1M4
Q96HB5-4	Q96HB5-4
Q96HB5-4	A2AEV7
Q96HB5-4	Q96HB5
Q96HB5-4	D3ZAB5
Q3SYG4-4	Q3SYG4-4
Q3SYG4-4	Q3SYG4
Q86XW9	Q86XW9
P51878-3	P51878-3
Q69AB2	Q69AB2
Q8VHL0-2	Q8VHL0-2
Q0VAW6	Q0VAW6
Q0VAW6	Q96B23
Q0VAW6	D4A3X1
Q4VAC9-3	Q4VAC9-3
M0R8V7	M0R8V7
M0R8V7	Q68FG3
M0R8V7	Q68D10
Q3UW64	Q3UW64
Q3UW64	Q9Y223
Q3UW64	Q91WG8
Q3UW64	O35826
Q3UW64	H0YFA7
Q9H825	Q9H825
O94925-3	O94925-3
O09012-2	O09012-2
O09012-2	O09012
O09012-2	P50542-4
O09012-2	P50542
O09012-2	Q2M2R8
O09012-2	P50542-3
Q6NSV7-5	Q6NSV7-5
D2DFA9	D2DFA9
D2DFA9	Q923Z0
D2DFA9	Q9NZH0
D2DFA9	D4A3F5
D2DFA9	Q1JPD9
E9PZY1	E9PZY1
Q3UVZ1	Q3UVZ1
Q8CHK4-2	Q8CHK4-2
Q8CHK4-2	Q92993-2
P60570	P60570
P60570	Q9JIP4
P60570	Q96RD7
O08648-2	O08648-2
O08648-2	O08648
O08648-2	Q9Y6R4-2
O08648-2	Q9Y6R4
Q8BXP5	Q8BXP5
Q80VP5-2	Q80VP5-2
Q9UHP7	Q9UHP7
Q96FB5	Q96FB5
XP_002729648	XP_002729648
D3ZSG3	D3ZSG3
D3ZSG3	Q9NZQ9
D3ZSG3	Q9NZR1
D3ZSG3	Q9JKK7
D3ZSG3	P49813
D3ZSG3	P28289
D3ZSG3	P70567
D3ZSG3	P70566
D3ZSG3	Q6AXW2
D3ZSG3	Q9JHJ0
D3ZSG3	Q9NYL9
P51799	P51799
P51799	O70496
P51799	P51798
Q8WW34	Q8WW34
H3BV60	H3BV60
H3BV60	H3BV60-2
G3V6U0	G3V6U0
G3V6U0	O43502
Q9Y5H4-2	Q9Y5H4-2
Q9Y5H4-2	Q9Y5G4-2
Q9NRY7	Q9NRY7
Q9NRY7	O15162
O70185	O70185
O70185	P97863
P04644	P04644
P04644	P08708
P04644	P63276
P57113	P57113
P57113	Q9WVL0
P57113	O43708
Q62835	Q62835
Q62835	Q91WG2
Q62835	Q9H5N1
Q6JEL3	Q6JEL3
Q6JEL3	Q6JEL2
Q6REY9	Q6REY9
Q6REY9	Q9P2F6
Q6REY9	Q6IFT4
Q5RKI3	Q5RKI3
Q5RKI3	Q9UGP5
Q5RKI3	Q9QXE2
Q6R327-3	Q6R327-3
Q6R327-3	Q6QI06
Q6R327-3	Q6R327
Q6R327-3	XP_001055633
P42335	P42335
P42335	P27987
Q4QQS1	Q4QQS1
Q4QQS1	Q8BG09
Q4QQS1	Q9Y519
Q4QQS1	Q499S3
Q4QQS1	Q6ZMB5
Q66HD5	Q66HD5
P30191	P30191
P30191	Q16445
P30191	P16305
Q9Z270	Q9Z270
Q9Z270	Q9WV55
Q9Z270	Q9P0L0
Q9Z270	O95292
Q9Z270	Q9QY76
Q9Z270	Q9Z269
Q5PPG7	Q5PPG7
Q5PPG7	Q61211
Q5PPG7	P41214
Q7TMB0	Q7TMB0
Q7TMB0	Q7TPB0
Q7TMB0	Q6T4P5
Q6UWP8	Q6UWP8
Q9UIL1-4	Q9UIL1-4
O15374-4	O15374-4
Q9BQ16-6	Q9BQ16-6
P36970	P36970
P36970	P36969
Q9WV78	Q9WV78
Q9WV78	Q91VC4
Q9WV78	Q9BX97
D4A8G9	D4A8G9
D4A8G9	Q5DU37
D4A8G9	Q68DK2
O35820	O35820
O35820	Q80VJ3
O35820	O43598
Q02759	Q02759
Q02759	P16050
Q02759	P18054
Q02759	P39655
Q02759	P55249
Q02759	F1LQ70
Q9ES21	Q9ES21
Q9ES21	Q9EP69
Q9ES21	Q9NTJ5
Q8K4G9	Q8K4G9
Q8K4G9	Q9NP85
P97608	P97608
P97608	O14841
P97608	Q8K010
P39020	P39020
P39020	P32443
P39020	P50222
P0DMS9	P0DMS9
Q9C037-2	Q9C037-2
Q9C037-2	Q9C037
Q8K3V5	Q8K3V5
Q8K3V5	Q8K4Z2
Q8K3V5	Q8NAU1
Q6AYT5	Q6AYT5
Q6AYT5	A6H630
Q6AYT5	Q9H993
Q5XIG8	Q5XIG8
Q5XIG8	Q9Z1Z2
Q5XIG8	Q9Y3F4
Q4V8B5	Q4V8B5
Q4V8B5	Q80X53
Q6P7Q4	Q6P7Q4
Q6P7Q4	Q9CPU0
Q6P7Q4	Q04760
Q9ES40	Q9ES40
Q9ES40	Q8R5J9
Q9ES40	O75915
Q920A6	Q920A6
Q920A6	Q9HB40
Q920A6	Q920A5
D3Z8N2	D3Z8N2
D3Z8N2	Q8BFX1
Q5XIN9	Q5XIN9
Q5XIN9	Q9D5W4
Q5XIN9	Q6ZN84
Q66H45	Q66H45
P11384	P11384
Q6AYS7	Q6AYS7
Q6AYS7	Q03154
Q4QQS8	Q4QQS8
Q4QQS8	Q9BW27
Q4QQS8	Q8R480
Q4G2Y1	Q4G2Y1
Q4G2Y1	Q86UA6
Q4G2Y1	Q9CWY9
O35780	O35780
O35780	O35185
O35780	O14503
Q01129	Q01129
Q01129	P07585
Q01129	P21810
Q6AXQ9	Q6AXQ9
Q6AXQ9	Q9DB07
Q6AXQ9	Q9NQC8
Q9JIL9	Q9JIL9
Q9JIL9	Q9R207
Q9JIL9	O60934
D4A7K7	D4A7K7
D4A7K7	Q3U6B2
D4A7K7	P32249
Q6AXP1	Q6AXP1
Q6AXP1	Q9H6X5
Q6AXP1	Q922C1
P47987	P47987
P47987	Q9DCU2
P47987	Q9Y342
P69736	P69736
P69736	O60869
P69736	Q9JMG1
Q4KM35	Q4KM35
Q4KM35	O35955
Q4KM35	P40306
Q4KM35	Q99436
Q4KM35	P70195
Q6AY92	Q6AY92
Q6AY92	Q8N4M1
Q4KLL5	Q4KLL5
Q4KLL5	Q9HAT0
Q4KLL5	Q9ESG2
P17267	P17267
P17267	P27352
Q9JLD2	Q9JLD2
Q9JLD2	Q99574
Q5I0L7	Q5I0L7
Q5I0L7	Q9D1R2
Q5I0L7	Q96EK9
Q5BJT7	Q5BJT7
Q5BJT7	Q7TQK5
Q5BJT7	Q567U6
Q2M1K5	Q2M1K5
Q2M1K5	Q8BGX1
Q2M1K5	Q9H1Q7
Q8VHU4	Q8VHU4
Q8VHU4	Q7TT37
Q8VHU4	O95163
E9PT87	E9PT87
E9PT87	Q32MK0
E9PT87	Q3UIZ8
Q6P777	Q6P777
Q6P777	Q78HU3
Q6P777	Q96EY5
Q6P777	Q3T0N1
Q5FVG2	Q5FVG2
Q5FVG2	Q8BGS1
Q5FVG2	Q9HCM4
A0JPP5	A0JPP5
A0JPP5	Q8TBZ9
Q811Q2	Q811Q2
Q5XII8	Q5XII8
Q5XII8	Q8R092
Q5XII8	Q9BWL3
O54861	O54861
O54861	Q99523
O54861	Q6PHU5
P02661	P02661
Q3KRE0	Q3KRE0
Q3KRE0	Q925I1
Q3KRE0	Q9NVI7
Q3KRE0	Q5T9A4
Q6MG55	Q6MG55
Q6MG55	O95870
Q6MG55	Q9Z1Q2
Q5RJK8	Q5RJK8
Q5RJK8	Q9BR61
Q5PQR5	Q5PQR5
Q5PQR5	Q96G21
Q7TNY7	Q7TNY7
Q7TNY7	Q8K3I4
Q7TNY7	Q8NFW9
P62516	P62516
P62516	P49335
P62516	P62515
O08619	O08619
O08619	Q8BH61
O08619	P00488
Q5BK61	Q5BK61
Q5BK61	Q9D2Y5
Q5BK61	Q7Z614
P0C548	P0C548
P0C548	Q8BJ56
P0C548	Q96AD5
Q5PQS3	Q5PQS3
Q5PQS3	A1A535
Q5PQS3	Q14D04
Q68FP5	Q68FP5
Q68FP5	Q80W37
Q68FP5	O95149
B2GV22	B2GV22
B2GV22	Q9Z1X2
B2GV22	Q9BVG9
A2VCX1	A2VCX1
A2VCX1	Q8BH58
A2VCX1	O75663
Q03626	Q03626
Q03626	P01023
Q03626	P20742
Q03626	Q61838
Q03626	P28666
Q03626	P28665
Q03626	Q6IE52
Q5M880	Q5M880
Q5M880	Q80XM9
Q5M880	Q8N2U9
Q501L3	Q501L3
Q501L3	Q8NCY6
Q501L3	Q91YU3
Q63379	Q63379
Q63379	P03966
Q63379	P04198
B2RYN2	B2RYN2
B2RYN2	Q3TQF0
B2RYN2	Q5XUX0
P15529-16	P15529-16
Q9R1U7	Q9R1U7
Q9R1U7	Q8TCC7
Q9R1U7	O88909
Q66H85	Q66H85
Q66H85	Q80UU1
Q66H85	Q9H8Y5
Q6P9X9	Q6P9X9
Q6P9X9	Q923D3
Q6P9X9	Q6UWI2
A9CMA6	A9CMA6
A9CMA6	Q8C996
A9CMA6	Q8TC26
Q0VGK3	Q0VGK3
Q0VGK3	Q8IVS8
Q0VGK3	Q8QZY2
P50123	P50123
P50123	P16406
P50123	Q07075
Q9Z2J5	Q9Z2J5
Q9Z2J5	Q9Z2P8
Q96N96	Q96N96
Q96N96	Q5DU57
Q5M869	Q5M869
Q5M869	Q8C503
Q5M869	Q9Y3P8
Q63257	Q63257
Q63257	P16382
Q63257	P24394
Q62655	Q62655
Q62655	P15884-11
Q4V7C8	Q4V7C8
Q4V7C8	Q8BT07
Q4V7C8	Q53EZ4
Q8VH49	Q8VH49
Q8VH49	Q9Y241
Q8VH49	Q9JLR9
Q8VH49	A8MV81
Q5GFD9	Q5GFD9
Q5GFD9	O55091
Q5GFD9	Q9P2X3
Q641W3	Q641W3
Q641W3	Q9QXX8
Q641W3	Q9UHK0
D4A4T9	D4A4T9
D4A4T9	Q9D1P4
D4A4T9	Q9UHD1
Q5BJW9	Q5BJW9
Q5BJW9	A2ALW5
Q5BJW9	Q9H1X3
D3ZUI0	D3ZUI0
D3ZUI0	Q8IYT1
XP_006544525	XP_006544525
Q80X91	Q80X91
Q80X91	Q8TAY7
NP_001100331	NP_001100331
NP_001100331	Q92922
NP_001100331	P97496
NP_001100331	D4A510
NP_001100331	Q6PDG5
NP_001100331	Q8TAQ2
NP_001100331	Q8TAQ2-2
NP_001100331	NP_001165695
Q5XFX8	Q5XFX8
Q642A5	Q642A5
Q642A5	Q9NRF9
Q6XFR6	Q6XFR6
Q6XFR6	Q78HU7
D3ZTB5	D3ZTB5
D3ZTB5	Q99584
D3ZTB5	P97352
D3ZAF9	D3ZAF9
Q15109-9	Q15109-9
Q15109-9	Q15109-4
P42701-3	P42701-3
Q6ZMZ0-2	Q6ZMZ0-2
Q9H2Y9-2	Q9H2Y9-2
Q9H2Y9-2	Q9H2Y9
Q13362-5	Q13362-5
Q13362-5	Q60996
Q13362-5	Q13362
Q13362-5	D4A1A5
Q13362-5	Q13362-4
Q86VB7-3	Q86VB7-3
Q86VB7-3	Q86VB7
Q86VB7-3	Q2VLH6
Q9ESQ5	Q9ESQ5
Q9ESQ5	Q7TN37
Q9ESQ5	Q8TD43
Q5FVJ6	Q5FVJ6
Q5FVJ6	Q9Z2E9
Q5FVJ6	Q96G97
Q9JHI3	Q9JHI3
Q9JHI3	Q8BXB6
Q9JHI3	O94956
P32755	P32755
P32755	P49429
P32755	P32754
P05371	P05371
