P03246	P03246
A6NDX5	B1WC42
A6NDX5	D4A511
A6NDX5	Q9CQT2
A6NDX5	P28028-1
A6NDX5	Q9D708
A6NDX5	Q9UBI6
A6NDX5	Q64520
A6NDX5	Q8BRK8
A6NDX5	Q61885
A6NDX5	Q04735
A6NDX5	M0R9Q1
A6NDX5	Q8C2Q3
A6NDX5	P20930
A6NDX5	P51859
A6NDX5	Q9UPS6
A6NDX5	XP_575792
A6NDX5	D3ZQ51
A6NDX5	Q2TL32
A6NDX5	NP_001094438
A6NDX5	Q6ZQK5
A6NDX5	XP_001078528
A6NDX5	Q8N427
A6NDX5	D3Z120
A6NDX5	Q0KL02-4
A6NDX5	XP_341119
A6NDX5	NP_001101692
A6NDX5	B1AY10
A6NDX5	D4A702
A6NDX5	P07948
A6NDX5	E9QAN8
A6NDX5	O08775
A6NDX5	O94804
A6NDX5	Q9NYY3
A6NDX5	P05622
A6NDX5	O96013
A6NDX5	P20794
A6NDX5	C0JPT7
A6NDX5	Q3U1V8
A6NDX5	Q86X40
A6NDX5	Q9H4B4
A6NDX5	P98177
A6NDX5	Q05695
A6NDX5	P36993
A6NDX5	O09112
A6NDX5	P15498
A6NDX5	Q9D1X0
A6NDX5	Q60805
A6NDX5	Q9DBB1
A6NDX5	A0A0B4J1V8
A6NDX5	Q63768
A6NDX5	Q64010
A6NDX5	P46108
A6NDX5	Q9H3Y6
A6NDX5	P25205
A6NDX5	Q9UGR2
A6NDX5	P15387
A6NDX5	Q7KZF4
A6NDX5	P14635
A6NDX5	Q99MB1
A6NDX5	Q9CX86
A6NDX5	Q14258
A6NDX5	Q9QXT1
A6NDX5	Q03142
A6NDX5	P35969
A6NDX5	Q91VM5
A6NDX5	Q16643
A6NDX5	Q9UGP4
A6NDX5	Q8N3Z0
A6NDX5	Q9Z1T6-1
A6NDX5	Q8R4S0
A6NDX5	Q04864
A6NDX5	O43150
A6NDX5	Q6UXZ4
A6NDX5	O43281
A6NDX5	Q8BVY0
A6NDX5	P46459
A6NDX5	O75064
A6NDX5	Q15262
A6NDX5	Q6NUF4
A6NDX5	Q9JI57
A6NDX5	Q9H9J4
A6NDX5	Q80VL3
A6NDX5	Q62108
A6NDX5	P25929
A6NDX5	O75164
A6NDX5	O88532
A6NDX5	Q71SY5
A6NDX5	Q9D7R2
A6NDX5	P22459
A6NDX5	Q8VIG3
A6NDX5	O76041
A6NDX5	P08121
A6NDX5	Q9Y5Q5
A6NDX5	P09024
A6NDX5	Q9BZK7
A6NDX5	Q80U62
A6NDX5	P58753
A6NDX5	Q91ZZ5
A6NDX5	P51881
A6NDX5	Q09073
A6NDX5	A2AJT9
A6NDX5	Q8NBP0
A6NDX5	P29268
A6NDX5	P25685
A6NDX5	Q9Y371
A6NDX5	Q9H8E8
A6NDX5	Q8IV45
A6NDX5	Q9QUG9
A6NDX5	Q6P9H4
A6NDX5	O43189
A6NDX5	P48059
A6NDX5	Q99JW4
A6NDX5	Q8BH59
A6NDX5	Q5U464
A6NDX5	Q8R086
A6NDX5	Q9CXG3
A6NDX5	Q9P0L9
A6NDX5	Q14192
A6NDX5	P51151
A6NDX5	P00740
A6NDX5	Q63087
A6NDX5	A5PKW4
A6NDX5	P01116
A6NDX5	Q14168
A6NDX5	P16112
A6NDX5	P32926
A6NDX5	Q9BXB5
A6NDX5	Q6ZS30
A6NDX5	Q9UKX2
A6NDX5	Q8N6Y1
A6NDX5	Q62066
A6NDX5	Q6P1E8
A6NDX5	Q9Y3L3
A6NDX5	O15389
A6NDX5	Q9QWT9
A6NDX5	Q6DR98
A6NDX5	Q8IYL9
A6NDX5	O43193
A6NDX5	Q9H981
A6NDX5	P30545
A6NDX5	Q3TEL6
A6NDX5	Q9H4M7
A6NDX5	Q6QX36
A6NDX5	Q9CTN4
A6NDX5	E9PUR0
A6NDX5	Q8VEM8
A6NDX5	O19441
A6NDX5	P70606
A6NDX5	Q7TR78
A6NDX5	Q96CQ1
A6NDX5	O15530-4
A6NDX5	Q5DX21
A6NDX5	Q9NZC9
A6NDX5	Q8TAV0
A6NDX5	Q3UWZ0
A6NDX5	O60729
A6NDX5	Q9Y468-1
A6NDX5	Q91VE5
A6NDX5	Q14585
A6NDX5	Q9JM13
A6NDX5	Q6W4X9
A6NDX5	Q8TE60
A6NDX5	Q8NHU2
A6NDX5	P31944
A6NDX5	O70354
A6NDX5	Q80TA6
A6NDX5	Q6UX04
A6NDX5	Q969K3
A6NDX5	Q68CZ1
A6NDX5	O70244
A6NDX5	Q96LT9
A6NDX5	Q9H4E7
A6NDX5	Q1W617
A6NDX5	O95343
A6NDX5	Q9Z2D8
A6NDX5	Q80TB8
A6NDX5	Q923T7
A6NDX5	Q7TPD1
A6NDX5	O94973
A6NDX5	P31695
A6NDX5	P17927
A6NDX5	P42331
A6NDX5	O75820
A6NDX5	Q9NRG4
A6NDX5	Q6DD96
A6NDX5	P12319
A6NDX5	P01742
A6NDX5	A0A0B4J2H0
A6NDX5	Q9JJA4
A6NDX5	Q99P58
A6NDX5	Q9R0Q4
A6NDX5	Q6QI89
A6NDX5	Q61098
A6NDX5	P15622
A6NDX5	Q86UR1
A6NDX5	A2AKY4
A6NDX5	Q4KMG0
A6NDX5	Q8K377
A6NDX5	O54991
A6NDX5	O15394
A6NDX5	Q3UZY6
A6NDX5	Q8CJH7
A6NDX5	Q9H0J9
A6NDX5	O75173
A6NDX5	P58872
A6NDX5	O08643
A6NDX5	Q8IW52
A6NDX5	Q6MZZ7
A6NDX5	Q13118
A6NDX5	P35288
A6NDX5	Q8WWL7
A6NDX5	Q06348
A6NDX5	Q63886
A6NDX5	Q9P1Z0
A6NDX5	Q61321
A6NDX5	Q70EL4
A6NDX5	P51878
A6NDX5	Q9UPP2
A6NDX5	Q8BH48
A6NDX5	Q8CHG5
A6NDX5	Q9UQ13
A6NDX5	Q5ZQU0
A6NDX5	Q6NZL6
A6NDX5	Q8CE64
A6NDX5	O35652
A6NDX5	Q92502
A6NDX5	Q6P7W2
A6NDX5	P11766
A6NDX5	NP_001094364
A6NDX5	Q99490-2
A6NDX5	Q9UQP3
A6NDX5	Q96Q27
A6NDX5	Q5Y5T3
A6NDX5	Q9D3X9
A6NDX5	Q96T49
A6NDX5	Q8BY46
A6NDX5	Q8CGF6
A6NDX5	Q9BZ95
A6NDX5	Q9Z123
A6NDX5	Q5XI48
A6NDX5	Q8R007
A6NDX5	P30260
A6NDX5	P23944
A6NDX5	P34022
A6NDX5	D4A2G9
A6NDX5	P13489
A6NDX5	Q05A80
A6NDX5	Q5T4D3
A6NDX5	Q9UQB9-2
A6NDX5	Q9JIS1
A6NDX5	P16157
A6NDX5	Q7TQ95
A6NDX5	Q91Z67
A6NDX5	O88673
A6NDX5	Q80YR5
A6NDX5	Q9UMY4
A6NDX5	Q9D4W6
A6NDX5	O95218
A6NDX5	Q9ESI7
A6NDX5	Q86T24
A6NDX5	A6NI28
A6NDX5	P70414
A6NDX5	P09456
A6NDX5	P51532
A6NDX5	P08290
A6NDX5	Q6DIC0
A6NDX5	P18615
A6NDX5	O70593
A6NDX5	Q9QXJ1
A6NDX5	O75362
A6NDX5	P14925
A6NDX5	Q91XZ7
A6NDX5	Q8K4S7
A6NDX5	P55213
A6NDX5	Q8K2F0
A6NDX5	Q9Y615
A6NDX5	Q2M218
A6NDX5	P30875
A6NDX5	P31750
A6NDX5	P47196
A6NDX5	Q9H2X6
A6NDX5	Q13115
A6NDX5	P27986
A6NDX5	Q6XUX1
A6NDX5	Q63648
A6NDX5	P47712
A6NDX5	P35235
A6NDX5	Q6R891
A6NDX5	Q15772
A6NDX5	P25023
A6NDX5	Q6PHZ2
A6NDX5	Q13557
A6NDX5	Q96SB4
A6NDX5	Q9JHX9
A6NDX5	P05129
A6NDX5	P23298
A6NDX5	P51617
A6NDX5	Q92954
A6NDX5	Q9JI11
A6NDX5	P53350
A6NDX5	P04049
A6NDX5	P31751
A6NDX5	O08874
A6NDX5	Q01974
A6NDX5	O95071
A6NDX5	Q8K2H4
A6NDX5	P08592-2
A6NDX5	Q91ZW3
A6NDX5	Q03267
A6NDX5	P15531
A6NDX5	P49683
A6NDX5	Q8K4G5
A6NDX5	Q9Z0Z7
A6NDX5	P34057
A6NDX5	Q13356
A6NDX5	P35548
A6NDX5	Q76I76
A6NDX5	Q60898
A6NDX5	Q9UIS9
A6NDX5	Q01314
A6NDX5	Q8IYJ3
A6NDX5	Q9D3A8
A6NDX5	Q63802
A6NDX5	Q80UW5
A6NDX5	O88509
A6NDX5	P07107
A6NDX5	Q62915
A6NDX5	Q86UZ6
A6NDX5	Q9UQ90
A6NDX5	Q61475
A6NDX5	Q562A2
A6NDX5	P17717
A6NDX5	Q8VGQ2
A6NDX5	Q10472
A6NDX5	Q3UU96
A6NDX5	P51174
A6NDX5	Q86YJ7
A6NDX5	Q8TCP9
A6NDX5	Q6ZQ29
A6NDX5	Q8K2J9
A6NDX5	Q9WVD5
A6NDX5	Q62636
A6NDX5	Q99JI6
A6NDX5	P61223
A6NDX5	P61224
A6NDX5	Q9BRC7
A6NDX5	D3ZML2
A6NDX5	Q6P050
A6NDX5	A0PJY2
A6NDX5	Q8N8Z8
A6NDX5	Q9H208
A6NDX5	Q9QX74
A6NDX5	Q5T4F4
A6NDX5	O94812
A6NDX5	Q05546
A6NDX5	A2AB59-2
A6NDX5	NP_001258145
A6NDX5	P32304
A6NDX5	Q0QWG9
A6NDX5	P60893
A6NDX5	P60894
A6NDX5	P60895
A6NDX5	Q91XX3
A6NDX5	P49804
A6NDX5	Q8BXT1
A6NDX5	Q9EPX5
A6NDX5	Q01085-2
A6NDX5	P70318
A6NDX5	P16563
A6NDX5	Q6GQS1
A6NDX5	D3ZZX2
A6NDX5	D3ZLT6
A6NDX5	D3ZKF9
A6NDX5	D4A7A7
A6NDX5	D3ZN86
A6NDX5	Q6WN34
A6NDX5	XP_573722
A6NDX5	Q640N2
A6NDX5	Q571F8
A6NDX5	O54751
A6NDX5	Q9DCM7
A6NDX5	B0LPN4
A6NDX5	Q8TD86
A6NDX5	Q5M810
A6NDX5	Q91ZK4
A6NDX5	Q6B8I0
A6NDX5	Q99ME2
A6NDX5	Q5VYV0
A6NDX5	Q9CPP0
A6NDX5	Q9Y5G9
A6NDX5	Q6EMK4
A6NDX5	O94875-4
A6NDX5	Q9R097
A6NDX5	O75144
A6NDX5	Q9H8L6
A6NDX5	Q3SXY7
A6NDX5	Q9Z248
A6NDX5	P52735-3
A6NDX5	Q8C886
A6NDX5	Q7L2E3-2
A6NDX5	Q6DN14
A6NDX5	Q5VUJ9
A6NDX5	Q9C0F3
A6NDX5	Q8N0Z9
A6NDX5	O00533-2
A6NDX5	P40199
A6NDX5	Q6KAP6
A6NDX5	Q96GD3
A6NDX5	Q6IEE8
A6NDX5	A6NMB9
A6NDX5	B9EKK1
A6NDX5	Q8BZT2
A6NDX5	Q66X22
A6NDX5	Q672J9
A6NDX5	Q86UT6
A6NDX5	A6NL26
A6NDX5	Q8NBS9
A6NDX5	Q8NH69
A6NDX5	Q8BI73
A6NDX5	Q9QY40
A6NDX5	Q9Y2S7
A6NDX5	P22894
A6NDX5	P00750
A6NDX5	Q6DN72
A6NDX5	Q3V1U8
A6NDX5	Q12906-5
A6NDX5	Q7L985
A6NDX5	Q8TDG2
A6NDX5	Q91WM0
A6NDX5	Q8VI67
A6NDX5	Q9UHC9
A6NDX5	Q9D654
A6NDX5	Q9H628
A6NDX5	Q12955-5
A6NDX5	Q8JZL0
A6NDX5	Q86VH4
A6NDX5	Q9ES28-3
A6NDX5	A6H603
A6NDX5	XP_001079904
A6NDX5	Q6P902
A6NDX5	Q5SW46
A6NDX5	Q96PX8
A6NDX5	Q61790
A6NDX5	Q8CI19
A6NDX5	D4A4N0
A6NDX5	Q9H7B4
A6NDX5	XP_137868
A6NDX5	Q5FVN9
A6NDX5	P63245
A6NDX5	P68040
A6NDX5	P63244
A6NDX5	Q8K0B3
A6NDX5	Q6PDC0
A6NDX5	B1AXV0
A6NDX5	Q64435
A6NDX5	P05126-2
A6NDX5	P68403-2
A6NDX5	P68404-2
A6NDX5	AAC31894
A6NDX5	O08707
A6NDX5	P10493
A6NDX5	A8K8V0
A6NDX5	Q9BVQ7
A6NDX5	Q6ZMY9
A6NDX5	A8MV57
A6NDX5	Q5H8C1
A6NDX5	Q3UYK3
A6NDX5	Q70CQ1
A6NDX5	Q3U487
A6NDX5	Q6ZNA5
A6NDX5	Q9NYV4-2
A6NDX5	O35125
A6NDX5	Q2KHN1
A6NDX5	Q8NF86
A6NDX5	Q61017
A6NDX5	Q8BHW6
A6NDX5	Q8VEX6
A6NDX5	P14847
A6NDX5	Q3U3V8
A6NDX5	Q9JI74
A6NDX5	Q6MFX7
A6NDX5	P0CG39
A6NDX5	A6NJI9
A6NDX5	Q96HC4-2
A6NDX5	Q9UN75
A6NDX5	Q8QZZ8
A6NDX5	BAC98069
A6NDX5	Q80X72
A6NDX5	P03979
A6NDX5	Q80ZX9
A6NDX5	O95970
A6NDX5	Q8QZR3
A6NDX5	Q8VG66
A6NDX5	XP_001472488
A6NDX5	A2AQP0
A6NDX5	Q6P6W3
A6NDX5	O15379
A6NDX5	O88895
A6NDX5	P16636
A6NDX5	D3YXF5
A6NDX5	Q63198
A6NDX5	Q7TSU1
A6NDX5	NP_001001075
A6NDX5	XP_001077245
A6NDX5	Q9UL26
A6NDX5	P0C865
A6NDX5	F2Z461
A6NDX5	NP_001000642
A6NDX5	XP_001081590
A6NDX5	Q9QWG5
A6NDX5	D3ZUT0
A6NDX5	NP_001129365
A6NDX5	D4A5E7
A6NDX5	NP_001100531
A6NDX5	P43278
A6NDX5	Q9QW07
A6NDX5	Q8R0N9
A6NDX5	P49366-3
A6NDX5	Q6H9L7-2
A6NDX5	P25791-3
A6NDX5	Q8NHM4
A6NDX5	O55018
A6NDX5	Q7TR77
A6NDX5	Q7TRH8
A6NDX5	Q68J44
A6NDX5	D3Z6P0
A6NDX5	Q14B25
A6NDX5	Q6PFY2
A6NDX5	Q32M07
A6NDX5	Q4G027
A6NDX5	Q8NGF8
A6NDX5	O35770
A6NDX5	Q8VGY7
A6NDX5	Q80ST5
A6NDX5	Q63358
A6NDX5	G3V8S8
A6NDX5	Q96Q77
A6NDX5	B2RUY7
A6NDX5	Q9JIL3
A6NDX5	Q5PQK2
A6NDX5	P56959
A6NDX5	Q8NGF4
A6NDX5	XP_422768
A6NDX5	Q52KG4
A6NDX5	E9PYI1
A6NDX5	Q9P2G3
A6NDX5	Q13643
A6NDX5	Q9Z1P8
A6NDX5	Q9UHF7-2
A6NDX5	Q8CBA2
A6NDX5	Q3SWU3
A6NDX5	Q9NYZ4
A6NDX5	O60610-2
A6NDX5	A6NMX2
A6NDX5	Q99N11-2
A6NDX5	O70141
A6NDX5	Q99LQ7
A6NDX5	P50543
A6NDX5	Q14B02
A6NDX5	O08742
A6NDX5	XP_001072202
A6NDX5	P48304
A6NDX5	Q9NPI7
A6NDX5	O15353
A6NDX5	Q3UJF0
A6NDX5	P97583
A6NDX5	P32244
A6NDX5	XP_001077374
A6NDX5	P05556-2
A6NDX5	D3ZFA0
A6NDX5	Q8TAI7
A6NDX5	Q8VGK1
A6NDX5	Q8NGV0
A6NDX5	Q8NGH5
A6NDX5	B2RVZ1
A6NDX5	O60403
A6NDX5	A2AV13
A6NDX5	Q96R47
A6NDX5	Q8VGV7
A6NDX5	P14416-2
A6NDX5	Q8CGP6
A6NDX5	Q8NGI9
A6NDX5	D4AEN2
A6NDX5	Q8R0T6
A6NDX5	Q91V45
A6NDX5	Q924X1
A6NDX5	Q9QWY1
A6NDX5	P0DMR5
A6NDX5	Q9BV97
A6NDX5	P70387
A6NDX5	B4DXR9
A6NDX5	P70232-2
A6NDX5	P70628
A6NDX5	Q8TBZ8
A6NDX5	Q80Y83-11
A6NDX5	XP_003133393
A6NDX5	XP_001076743
A6NDX5	Q8VGV8
A6NDX5	Q811C0
A6NDX5	P53565
A6NDX5	B4F7C5
A6NDX5	Q80XG9
A6NDX5	A0A8I5ZXP5
A6NDX5	XP_038945835
A6NDX5	ENSRNOP00000071348
A6NDX5	Q9DBG9
A6NDX5	A0A0J9YU71
A6NDX5	Q9DAV5
A6NDX5	Q9BXJ0
A6NDX5	P21675-3
A6NDX5	Q96P48-1
A6NDX5	A9YD18
A6NDX5	A6H584
A6NDX5	Q3UXB0
A6NDX5	P0CJ85
A6NDX5	P0CJ86
A6NDX5	P0CJ88
A6NDX5	P0CJ89
A6NDX5	P0CJ90
A6NDX5	Q9UBX2
A6NDX5	Q8BM65-2
A6NDX5	Q6ZUX8
A6NDX5	Q5VW38-2
A6NDX5	Q61243
A6NDX5	Q96LA6
A6NDX5	Q9NX77
A6NDX5	Q6IE38
A6NDX5	Q9P0V8
A6NDX5	G3V7Q4
A6NDX5	Q53UA7
A6NDX5	Q99MS0
A6NDX5	Q5TLG7
A6NDX5	Q5U2Y6
A6NDX5	G3V6L9
A6NDX5	Q9UN67
A6NDX5	D3Z8R9
A6NDX5	Q3ZB60
A6NDX5	Q9ERZ8
A6NDX5	P21127-9
A6NDX5	Q7TRY2
A6NDX5	G5E8G2
A6NDX5	P30622-2
A6NDX5	Q8VGW6
A6NDX5	E9PW05
A6NDX5	A2A7V7
A6NDX5	Q9Z0H4-6
A6NDX5	E9PW76
A6NDX5	P37136
A6NDX5	Q9P2K5-3
A6NDX5	Q13422-7
A6NDX5	Q8IVW6-3
A6NDX5	P15209-2
A6NDX5	Q9UMR7
A6NDX5	G3UVT9
A6NDX5	Q3U492
A6NDX5	Q8NEM0-3
A6NDX5	Q3UP44
A6NDX5	P22934
A6NDX5	Q68FR2
A6NDX5	G5E833
A6NDX5	O75190-3
A6NDX5	O14727-6
A6NDX5	D3ZWP6
A6NDX5	F1LNJ1
A6NDX5	Q3U3V1
A6NDX5	A3KG57
A6NDX5	Q2VPR5
A6NDX5	Q71UF4
A6NDX5	Q16576
A6NDX5	Q60973
A6NDX5	Q3KRF1
A6NDX5	NP_446449
A6NDX5	D3ZNU4
A6NDX5	XP_003753305
A6NDX5	P09875
A6NDX5	Q8NDI1-2
A6NDX5	O14640-2
A6NDX5	D3ZI42
A6NDX5	Q7KZI7-11
A6NDX5	D3Z6V7
A6NDX5	D3ZV71
A6NDX5	Q9UDY2-3
A6NDX5	P11881-2
A6NDX5	Q9CQ70
A6NDX5	Q5FVG2
A6NDX5	Q5XIX0
A6NDX5	Q86VB7-3
A6NDX5	P31942-3
A6NDX5	P61602
A6NDX5	Q91X97
A6NDX5	P61601
A6NDX5	Q5PQN0
A6NDX5	O14908-2
A6NDX5	XP_038945886
A6NDX5	Q14687-2
A6NDX5	Q9H1R2-2
A6NDX5	P52925
A6NDX5	Q6J2U6
A6NDX5	Q9BXF3-2
A6NDX5	P17040-4
A6NDX5	Q9BQI5-4
A6NDX5	NP_536330
A6NDX5	P12788
A6NDX5	Q9JIR0
A6NDX5	D4A6T1
A6NDX5	NP_001257967
A6NDX5	D3ZTF2
A6NDX5	D3ZCF9
A6NDX5	Q8VG64
A6NDX5	Q7TRC3
A6NDX5	O94875-5
A6NDX5	Q9BZX4
A6NDX5	Q63HR2-2
A6NDX5	O43353-2
A6NDX5	D3ZY61
A6NDX5	A1L1J7
A6NDX5	Q92843-2
A6NDX5	D3Z822
A6NDX5	Q9JLB9-3
A6NDX5	Q8TEW8-2
A6NDX5	Q8NE86-2
A6NDX5	Q14669-4
A6NDX5	P0CW20
A6NDX5	P0CW19
A6NDX5	O43150-2
A6NDX5	Q8IZU9-2
A6NDX5	O95251-4
A6NDX5	XP_032746578
A6NDX5	Q8IZQ1-2
A6NDX5	Q9WUF2
A6NDX5	Q96EP1-5
A6NDX5	P46087-2
A6NDX5	Q16513-2
A6NDX5	Q9HB58-2
A6NDX5	Q9C026-4
A6NDX5	Q9BYE7-3
A6NDX5	Q96JM7-2
A6NDX5	Q14C86-5
A6NDX5	Q8IX03-2
A6NDX5	Q12906-7
A6NDX5	Q80Y50-3
A6NDX5	P0DJD3-3
A6NDX5	P25031
A6NDX5	Q9H7P9-2
A6NDX5	Q92800-4
A6NDX5	O95398-3
A6NDX5	A2AJT9-2
A6NDX5	Q9P2M4-2
A6NDX5	Q2HJE1
A6NDX5	E1B8T3
A6NDX5	F1MAA7
A6NDX5	F1MK73
A6NDX5	E1BDW9
A6NDX5	E1BC59
A6NDX5	Q6H8Q1-9
A6NDX5	Q14982-4
A6NDX5	Q92823-5
A6NDX5	Q6ZV29-5
A6NDX5	Q9NZM3-4
A6NDX5	Q9BQS8-4
A6NDX5	P06730-2
A6NDX5	P98171-2
A6NDX5	Q86VR7-2
A6NDX5	P51532-4
A6NDX5	Q13948-2
A6NDX5	Q9P2K3-3
A6NDX5	P0DPF4
A6NDX5	Q641Y1
A6NDX5	Q5PPH4
A6NDX5	P0DPF6
A6NDX5	Q8R4T2
A6NDX5	Q06986
A6NDX5	Q5M8C6
A6NDX5	Q672K1
A6NDX5	Q4KLN0
A6NDX5	D4A8X0
A6NDX5	Q5BK85
A6NDX5	Q3V009
A6NDX5	Q68DA7-5
A6NDX5	Q92851-4
A6NDX5	O60462-3
A6NDX5	A0A075B6K2
A6NDX5	A0A075B6S5
A6NDX5	P98095-2
A6NDX5	Q9UP65-3
A6NDX5	C9DQJ9
A6NDX5	A0A0G2JXN8
A6NDX5	Q9BY41-6
A6NDX5	Q96AX9-10
A6NDX5	Q9Y4I1-3
A6NDX5	A4KWA6
A6NDX5	XP_038953361
A6NDX5	S4R3Q2
A6NDX5	Q8R490
A6NDX5	D3ZYC1
A6NDX5	Q8BZX4-2
A6NDX5	A0A0B4J235
A6NDX5	B2RZ82
A6NDX5	Q5XIA9
A6NDX5	P56536
A6NDX5	Q7M767
A6NDX5	Q15819
A6NDX5	P08460
A6NDX5	Q5U2S6
A6NDX5	P16261
A6NDX5	XP_038936077
A6NDX5	P05541
A6NDX5	A0A0J9YXY3
A6NDX5	P0DPF7
A6NDX5	Q9JJS8
A6NDX5	Q6E0V2
A6NDX5	Q6V0K7
A6NDX5	Q63199
A6NDX5	P36407
A6NDX5	Q5QD06
A6NDX5	Q03070
A6NDX5	Q8CIX1
A6NDX5	NP_001102030
A6NDX5	Q63ZY8
A6NDX5	XP_006254272
A6NDX5	NP_001128028
A6NDX5	Q8IW35-2
A6NDX5	O08623-3
A6NDX5	Q12805-5
A6NDX5	Q62007
A6NDX5	Q63003
A6NDX5	Q14790-2
A6NDX5	Q9Y336-2
A6NDX5	A3KNA0
A6NDX5	D3ZY01
A6NDX5	F1M7L9
A6NDX5	Q9H9P2
A6NDX5	Q9EQY0
A6NDX5	Q9UMQ3
A6NDX5	P61082
A6NDX5	P61081
A6NDX5	NP_001101941
A6NDX5	O70492
A6NDX5	Q96DC8
A6NDX5	Q99MG9
A6NDX5	Q6PIL6
A6NDX5	Q6PHZ8
A6NDX5	Q8NH04
A6NDX5	O15539
A6NDX5	Q9BT88
A6NDX5	XP_001075834
A6NDX5	NP_001100446
A6NDX5	Q9NRW4
A6NDX5	D3ZT14
A6NDX5	O75897
A6NDX5	NP_001101122
A6NDX5	NP_001100831
A6NDX5	D3ZKI5
A6NDX5	M0R5Q3
A6NDX5	L0N7N1
A6NDX5	F1M7L9-2
A6NDX5	D3ZQ65
A6NDX5	NP_001007151
A6NDX5	Q5EBN2
A6NDX5	D3ZD05
A6NDX5	Q9WTK7
A6NDX5	G3UYQ4
A6NDX5	P35968
A6NDX5	O54781
A6NDX5	P12965
A6NDX5	P35991
A6NDX5	Q62829
A6NDX5	O08875
A6NDX5	Q1EG27
A6NDX5	Q64261
A6NDX5	P80192
A6NDX5	Q95YJ1
A6NDX5	Q8BI55
A6NDX5	Q99N13
A6NDX5	P11627
A6NDX5	O75688
A6NDX5	Q13202
A6NDX5	Q5XJV6
A6NDX5	O60936
A6NDX5	Q12866
A6NDX5	O54838
A6NDX5	P48754
A6NDX5	Q62662
A6NDX5	Q64487
A6NDX5	Q6A085
A6NDX5	P33076
A6NDX5	O15455
A6NDX5	Q13151
A6NDX5	Q61140
A6NDX5	P22455
A6NDX5	P38159
A6NDX5	Q9R0G8
A6NDX5	P70602
A6NDX5	Q2I0M5
A6NDX5	Q00238
A6NDX5	Q92796
A6NDX5	P59222
A6NDX5	P53812
A6NDX5	E9Q9B7
A6NDX5	Q76I79
A6NDX5	Q5EBL8
A6NDX5	Q91ZR2
A6NDX5	P15508
A6NDX5	G5E8K5
A6NDX5	O76021
A6NDX5	O35413
A6NDX5	Q7TQG1
A6NDX5	O60504-2
A6NDX5	A2APB8
A6NDX5	Q9UHL9
A6NDX5	Q9H8V3
A6NDX5	O43900
A6NDX5	P55292
A6NDX5	Q3ULA2
A6NDX5	Q96KR1
A6NDX5	P23772
A6NDX5	P59764
A6NDX5	O88572
A6NDX5	Q969W9
A6NDX5	Q9EPN1
A6NDX5	Q63HN8-5
A6NDX5	P07204
A6NDX5	Q8WYR4
A6NDX5	P02461
A6NDX5	P19221
A6NDX5	O60907
A6NDX5	Q8VI56
A6NDX5	Q9JM83
A6NDX5	Q99836
A6NDX5	Q8WXD0
A6NDX5	P05141
A6NDX5	Q62443
A6NDX5	P47971
A6NDX5	Q8BH34
A6NDX5	Q14692
A6NDX5	Q498T3
A6NDX5	Q07409
A6NDX5	Q9QXY1
A6NDX5	Q96PQ1
A6NDX5	Q68SN8
A6NDX5	Q9Y6K5
A6NDX5	Q7LDG7-2
A6NDX5	P33993
A6NDX5	O60224
A6NDX5	O75746
A6NDX5	P23949
A6NDX5	Q8TDY4
A6NDX5	P51687
A6NDX5	P70248
A6NDX5	P56484
A6NDX5	P04632
A6NDX5	Q14315
A6NDX5	Q5VUJ6
A6NDX5	Q62053
A6NDX5	Q15699
A6NDX5	P32883
A6NDX5	P08644
A6NDX5	O08584
A6NDX5	O35474
A6NDX5	Q9ERU3
A6NDX5	Q9CT10
A6NDX5	Q9BXR5
A6NDX5	O88398
A6NDX5	O14813
A6NDX5	Q9DBH0
A6NDX5	Q91VR5
A6NDX5	Q9BW19
A6NDX5	Q02297
A6NDX5	Q9CZW6
A6NDX5	Q9ES64
A6NDX5	P49650
A6NDX5	P08572
A6NDX5	Q96PX1
A6NDX5	O19443
A6NDX5	O94955
A6NDX5	Q3U497
A6NDX5	Q92952
A6NDX5	Q5VTT5
A6NDX5	Q8TBY0
A6NDX5	Q8CF98
A6NDX5	O00420
A6NDX5	P59900
A6NDX5	Q80WM9
A6NDX5	Q96S16
A6NDX5	Q99LM3
A6NDX5	Q7Z5P9
A6NDX5	Q96ET8
A6NDX5	O14595
A6NDX5	Q15916
A6NDX5	Q9Y5E4
A6NDX5	Q9UJ41
A6NDX5	Q80U95
A6NDX5	Q69Z66
A6NDX5	Q9ERE9
A6NDX5	Q6NUN9
A6NDX5	Q9BY79
A6NDX5	P26718
A6NDX5	Q9R0G6
A6NDX5	O75493
A6NDX5	Q9C0I1
A6NDX5	Q8K1C0
A6NDX5	Q80XA6
A6NDX5	Q9UK13
A6NDX5	Q641P0
A6NDX5	Q5DU56
A6NDX5	Q9ULL8
A6NDX5	O70477
A6NDX5	O88207
A6NDX5	O95983
A6NDX5	Q9HCJ6
A6NDX5	Q3UQ28
A6NDX5	Q99466
A6NDX5	P17031
A6NDX5	Q91XW8
A6NDX5	Q9Y5G6
A6NDX5	P55050
A6NDX5	P23083
A6NDX5	Q9GZL7
A6NDX5	O00194
A6NDX5	Q13478
A6NDX5	Q3U2P1
A6NDX5	Q86UE6
A6NDX5	Q60673
A6NDX5	P78357
A6NDX5	Q9NS98
A6NDX5	P97458
A6NDX5	P51162
A6NDX5	O35085
A6NDX5	Q14596
A6NDX5	Q8CIQ7
A6NDX5	Q8IZD9
A6NDX5	P51124
